!	0-49	50-51	52-54	55-56	57-59	60-61	62-64	65-66	67-68	69-71	72-73	74-75	76-78	79-80	81-83	84-85	86-127
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	-10.0	-10.0	-10.0	-10.0	-10.0	-10.0	-10.0	-10.0	-10.0	-10.0	-10.0	-10.0	-10.0	-10.0	-10.0	-10.0	-10.0
!	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	15004	15004	15004	15004	15004	15004	15004	15004	15004	15004	15004	15004	15004	15004	15004	15004	15004
!	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.006	0.006	0.006	0.006	0.006	0.006	0.006	0.006	0.006	0.006	0.006	0.006	0.006	0.006	0.006	0.006	0.006
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	39.993	39.993	39.993	39.993	39.993	39.993	39.993	39.993	39.993	39.993	39.993	39.993	39.993	39.993	39.993	39.993	39.993
!	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0	25.0
!	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
!	4.259	4.259	4.259	4.259	4.259	4.259	4.259	4.259	4.259	4.259	4.259	4.259	4.259	4.259	4.259	4.259	4.259
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
